fecha,monto,categoria,descripcion,es_anomalia
2025-08-24 14:36:32,1299.03,Otros,P era pacientes.,1
2025-08-22 19:30:17,151.18,Educación,Dar sólo menor justicia.,0
2025-08-23 15:51:10,23.55,Transporte,Políticas plazo sea real asimismo.,0
2026-04-26 07:44:43,110.31,Compras,Civil ve vuelve dar.,0
2025-10-18 08:51:48,175.74,Ocio,Mes gonzález materia.,0
2025-12-14 05:52:36,20.04,Transporte,Podrá proyectos jóvenes investigación.,0
2025-10-07 23:24:36,36.72,Transporte,Energía fuego gonzález.,0
2025-08-22 10:56:55,105.41,Educación,Habla amor.,0
2026-01-08 00:23:58,43.37,Alimentación,Presente vivir armas.,0
2026-03-08 00:27:07,78.41,Suscripciones,Situación plazo general nombre.,0
2026-02-26 02:11:19,49.44,Transporte,Unión centro estilo bajo.,0
2026-02-02 23:05:29,13.82,Alimentación,Expresión amor.,0
2025-08-31 18:02:22,11.53,Transporte,San estilo salud.,0
2026-04-06 08:10:22,116.12,Educación,Hombre energía medidas modelo.,0
2026-04-04 12:51:50,174.15,Suscripciones,Economía gente aquella.,0
2025-11-08 14:02:54,15.22,Educación,Única nuestro seguro libre.,0
2025-09-14 00:59:43,27.57,Alimentación,Metros suerte televisión líder propio.,0
2025-11-30 12:21:54,53.76,Alimentación,Cuanto pedro especial al.,0
2026-05-04 02:39:54,169.89,Educación,García dónde.,0
2026-01-19 10:07:39,98.95,Ocio,Llegado aquel.,0
2025-08-18 00:00:06,69.81,Ocio,Cuatro paciente señaló.,0
2026-01-12 15:14:38,198.54,Suscripciones,Conocimiento nuestro situación.,0
2025-11-04 00:17:31,22.74,Salud,Efecto deben don hombre conocimiento.,0
2025-10-30 23:22:14,79.58,Ocio,Entonces servicios ante.,0
2025-07-30 10:43:46,159.83,Ocio,Juego m pone compañía.,0
2026-02-25 19:28:06,26.04,Otros,Claro que.,0
2025-09-15 12:35:52,68.74,Educación,Actual podemos tales.,0
2026-02-05 08:00:21,138.87,Compras,Marcha posición exterior tribunal.,0
2025-06-08 17:41:47,240.6,Salud,Bueno atención semanas aquí ambiente.,1
2026-04-09 00:57:32,123.9,Suscripciones,Somos cuando octubre.,0
2026-04-23 02:00:32,58.9,Transporte,Favor pues cosas presente.,0
2026-04-25 02:08:27,191.56,Compras,Hombre españa uso llamado.,0
2026-01-17 09:44:35,176.31,Compras,Valores méxico final hombres.,0
2026-04-08 13:47:22,48.15,Alimentación,Peso internacional medios modo.,0
2025-11-10 07:47:10,75.37,Salud,López principales todas relación.,0
2025-05-28 02:37:14,56.19,Suscripciones,Servicio persona medios además.,0
2025-11-15 14:41:19,924.8,Vivienda,Luz entonces radio términos sin.,0
2025-07-25 11:46:52,3.57,Ocio,Formación último parecía.,0
2025-06-11 22:39:08,1401.19,Vivienda,Viaje madrid valores figura centro.,0
2025-08-02 01:42:50,189.88,Otros,Enfermedad lópez señaló grande resultados.,0
2025-11-28 10:47:06,134.79,Educación,Datos sector acerca.,0
2026-03-05 05:48:06,52.17,Compras,Seguridad alguien unidos estamos.,0
2025-07-25 11:45:42,1078.51,Suscripciones,Fuera cada tipo tal.,1
2026-01-16 12:24:02,21.97,Transporte,Solo según más acuerdo.,0
2025-10-30 14:11:04,55.89,Suscripciones,Pasó mantener presencia alrededor.,0
2025-08-23 23:41:48,27.62,Alimentación,Nuestro señor juez dejó.,0
2025-09-27 09:16:39,101.25,Educación,Espacio miguel.,0
2026-03-25 19:17:21,27.66,Transporte,Dinero esta.,0
2026-02-01 09:14:50,79.04,Otros,Música son contra vino nombre.,0
2025-09-24 21:54:11,20.45,Salud,Programa puerta características jóvenes.,0
2025-07-13 13:29:18,67.99,Compras,Mi después constitución.,0
2025-06-15 16:45:52,18.96,Suscripciones,Recursos mejor texto.,0
2025-06-18 09:14:22,56.41,Compras,Armas posible blanco torno.,0
2026-01-22 21:12:34,38.25,Educación,Para pese construcción comisión gente.,0
2025-10-22 00:37:05,3.02,Salud,Sin don llama líder.,0
2025-12-05 01:27:23,29.46,Ocio,El ellas cámara.,0
2025-06-19 12:17:40,159.52,Ocio,Es sí autor i.,0
2025-10-04 16:40:26,783.06,Vivienda,Salir jorge camino partes.,0
2025-10-18 14:18:07,35.07,Alimentación,Pública debía tu políticos mayoría.,0
2025-11-26 00:13:35,166.62,Educación,Dicen línea principios.,0
2026-02-02 20:06:37,63.07,Educación,Esfuerzo propuesta.,0
2025-10-03 21:18:20,21.45,Otros,Familia mantener juego administración comercio.,0
2026-02-26 01:54:26,43.49,Transporte,Producción características presidente.,0
2026-01-23 18:14:17,115.13,Otros,Tiempo obstante visto militares.,0
2025-09-01 20:57:21,77.94,Alimentación,Fuerzas tiempos.,0
2026-05-01 06:32:15,42.63,Otros,Corazón distintas mucha.,0
2026-02-24 12:49:38,134.31,Compras,Fecha les mejor cerca hacerlo.,0
2026-03-02 12:47:54,180.04,Ocio,Ser trata gente vista.,0
2026-03-25 04:30:41,52.36,Compras,Teoría cambios sus.,0
2025-09-01 09:23:27,1138.62,Vivienda,Luz varios hijos ella.,0
2025-09-28 11:53:40,4307.72,Vivienda,Relación material.,1
2026-03-04 20:15:25,15.75,Educación,Vino primera guerra condiciones joven.,0
2025-06-28 10:14:48,160.2,Suscripciones,Mientras local última trata unidad.,0
2025-08-23 10:02:41,134.54,Compras,Pregunta esta.,0
2025-09-08 07:11:02,133.23,Alimentación,Silencio sueño debía.,0
2025-09-23 07:12:54,59.68,Transporte,Zona dónde actividad ser.,0
2025-11-10 00:33:54,156.0,Educación,Centro algunas muy ideas ex.,0
2025-07-31 20:45:32,50.74,Otros,Entrada diario.,0
2025-12-31 02:49:57,119.99,Compras,Mantener poco productos ellas.,0
2026-04-19 16:24:27,137.01,Otros,Lucha curso concepto fin.,0
2025-10-29 22:08:55,129.99,Alimentación,Crisis tenían apenas.,0
2025-11-07 21:25:08,146.7,Educación,Evitar ciento.,0
2025-08-07 18:55:50,165.92,Salud,Gran blanco vista lado.,0
2026-04-03 09:54:41,1032.47,Vivienda,Dónde días hombre plazo.,0
2026-04-02 18:53:45,28.39,Ocio,Área encuentra presenta.,0
2025-09-08 11:28:11,172.75,Educación,Capital dos ni texto.,0
2025-08-20 03:41:14,155.53,Salud,También estado niños posibilidades.,0
2026-01-16 20:43:16,1.96,Suscripciones,Secretario tales ciento.,0
2026-02-25 19:37:14,138.31,Suscripciones,Hablar voy.,0
2026-03-10 03:35:54,8.73,Transporte,Hubo favor cuenta.,0
2026-02-11 22:36:50,45.47,Suscripciones,Recuerdo destino.,0
2025-10-18 20:56:44,179.47,Compras,Hijos empresas esto.,0
2026-02-10 06:34:47,108.93,Ocio,Campo existe.,0
2026-02-14 00:15:50,679.13,Vivienda,Mal alta metros quizá pasar.,0
2025-07-19 20:24:56,154.88,Ocio,Película fiscal gente.,0
2025-08-17 08:41:08,659.69,Vivienda,Siguientes algún espera.,0
2026-01-18 08:07:17,54.25,Transporte,Derecho sobre papel siguientes militar.,0
2025-12-31 19:29:11,189.37,Compras,Orden haya título crisis lo.,0
2026-03-19 01:09:37,101.84,Otros,Ellos naturaleza única única segunda.,0
2026-04-15 14:05:45,148.33,Salud,Clase natural cultura director cómo.,0
2026-01-24 00:28:47,24.9,Otros,Junto mucho.,0
2025-11-23 10:57:03,41.36,Otros,Hombres unión tiempos.,0
2025-06-28 10:53:27,90.84,Alimentación,Alto mayor entrar aparece g.,0
2026-04-11 12:58:14,156.61,Educación,Gobierno creación europa.,0
2025-12-14 07:14:51,72.66,Suscripciones,Pp perdido según etc.,0
2025-06-04 23:38:38,146.35,Alimentación,Objeto carne doctor.,0
2025-06-12 01:34:30,130.52,Alimentación,Salud europea razón.,0
2025-06-28 23:59:33,26.6,Otros,Trabajadores estudios campaña valores.,0
2026-03-19 00:56:13,3.77,Salud,Partes voluntad jorge sueño.,0
2025-08-25 03:35:13,46.79,Educación,Luis muchas asociación mitad.,0
2025-06-26 03:33:10,93.39,Otros,Carta principal llama fondo.,0
2025-08-14 13:44:03,823.8,Vivienda,Banco cámara entrada puntos mirada.,0
2026-01-13 12:00:13,9.89,Suscripciones,Creo mundo son tendrá.,0
2025-11-18 05:36:49,173.82,Suscripciones,Vía señaló efectos.,0
2026-01-03 17:06:37,1455.0,Vivienda,Minutos luz mucho próximo uso.,0
2025-10-04 15:29:19,68.08,Alimentación,Pp través n muestra.,0
2026-04-20 08:57:36,165.92,Suscripciones,Años existencia.,0
2025-07-06 14:29:36,7.57,Transporte,Alto diversos cargo luis.,0
2025-09-07 08:06:56,78.65,Otros,Programa hubiera veces hechos.,0
2026-04-07 05:58:59,21.78,Transporte,Espera se salida santa ni.,0
2025-09-24 06:52:35,149.78,Compras,Me se tipo j.,0
2025-11-04 03:44:18,14.7,Alimentación,Central ejemplo.,0
2026-04-30 10:38:59,106.21,Alimentación,Zona estudios obra.,0
2025-12-17 09:54:34,41.83,Transporte,Final norte sería solamente.,0
2025-11-23 16:49:52,67.37,Salud,Millones juicio líder tiempo.,0
2026-02-18 11:21:54,186.67,Suscripciones,Tenemos empresas debía manos.,0
2025-06-22 23:15:28,1463.76,Alimentación,Pueda empresa unión deseo.,1
2026-02-21 13:16:46,96.48,Educación,Único partes sabía.,0
2025-07-05 14:57:10,1186.72,Vivienda,Eso congreso uno última.,0
2025-11-16 20:05:40,46.26,Transporte,Económico hace.,0
2025-07-25 13:09:22,165.28,Suscripciones,Compañía partir forma.,0
2026-04-06 13:11:52,137.47,Educación,Diversas comunicación formación.,0
2026-03-15 14:17:38,714.44,Otros,Marcha toda recuerdo.,1
2026-04-30 07:59:35,2.3,Compras,Carácter cual.,0
2025-10-03 15:14:00,160.91,Otros,Siquiera sangre libro miguel.,0
2025-06-22 04:03:58,1140.38,Vivienda,Hecho tomar línea aquí.,0
2026-02-28 21:18:09,27.48,Alimentación,Cuya claro la.,0
2026-05-13 03:29:26,1238.58,Vivienda,Intereses especie otras quería.,0
2025-08-10 20:07:52,40.21,Transporte,Estamos a algo nuestra ellos.,0
2025-11-12 05:25:53,40.37,Ocio,Compañía claro le general.,0
2025-10-06 10:18:33,1337.84,Vivienda,Futuro llama grandes distintas ocho.,0
2026-03-18 06:57:50,82.25,Alimentación,Producto autor.,0
2025-11-29 02:04:31,1133.86,Vivienda,Banco fuego revolución debe.,0
2025-11-15 13:46:37,24.92,Educación,Causa fernando d.,0
2026-04-17 14:36:03,53.44,Suscripciones,Voluntad demás.,0
2025-09-08 12:12:32,138.63,Ocio,Agua dicho.,0
2025-06-28 22:28:36,128.87,Otros,Cara muchos educación.,0
2025-11-13 19:44:46,27.12,Compras,Incluso términos existencia sus.,0
2025-06-25 00:01:46,797.31,Vivienda,Mismo r estas deja.,0
2026-02-09 17:09:57,56.69,Compras,Prueba momento santa historia g.,0
2025-09-07 19:20:35,162.86,Educación,Precisamente sabía.,0
2025-07-11 15:34:11,166.13,Educación,Decir españa sociedad visto.,0
2026-02-08 15:57:53,127.94,Ocio,Río obra nos entrar.,0
2026-04-07 07:47:07,49.57,Alimentación,Calle campo vino tú.,0
2025-08-17 00:00:12,36.37,Otros,Diez manos.,0
2025-08-01 10:09:40,113.32,Suscripciones,Revolución plazo.,0
2025-10-14 17:59:00,590.76,Vivienda,Intereses según.,0
2025-05-28 00:07:44,75.07,Alimentación,Pasa allí apoyo actividad nuevos.,0
2026-02-27 17:43:16,36.56,Ocio,Ministro donde distintas papel.,0
2026-02-25 17:58:01,33.85,Alimentación,Busca lejos van.,0
2026-01-24 07:21:27,158.29,Suscripciones,Muchas somos partido carta escuela.,0
2025-06-25 15:34:04,1268.51,Vivienda,Agua cuerpo sector tipo cuatro.,0
2026-03-23 10:13:44,172.37,Ocio,Reforma mayor.,0
2026-03-05 03:38:34,37.79,Transporte,Posibilidades eso aun buen el.,0
2026-02-06 12:15:28,16.71,Alimentación,Señor cuadro ocasiones cuatro.,0
2025-07-22 02:10:59,701.25,Vivienda,Grande pesar eso consejo.,0
2026-04-09 15:43:51,76.79,Ocio,Bien acciones prensa aquellas.,0
2025-07-23 01:35:12,1404.13,Vivienda,Largo público política muchos electoral.,0
2026-02-21 12:13:20,130.29,Otros,Llegar total aun esos.,0
2025-08-16 05:33:54,88.66,Suscripciones,Teatro desde servicio.,0
2025-08-16 22:04:21,119.68,Salud,Libro américa era mar.,0
2025-11-26 04:49:20,55.41,Ocio,Doctor tendrá final fiscal marcha.,0
2026-02-27 02:30:55,41.52,Transporte,Hacer comenzó país.,0
2025-10-19 03:33:03,22.87,Alimentación,Padre decisión josé es pudo.,0
2026-01-04 01:18:29,162.92,Otros,Música favor le.,0
2025-07-15 08:00:48,189.82,Ocio,Era de anterior lleva.,0
2025-08-22 04:39:57,102.18,Suscripciones,J capaz cualquier tiene.,0
2025-06-24 14:29:17,18.7,Compras,Energía tal datos fiscal.,0
2026-03-22 03:44:42,56.1,Transporte,Sí vivir consumo.,0
2025-11-07 13:16:30,89.66,Educación,Estados hay vuelve.,0
2026-02-04 19:13:31,30.14,Transporte,Siendo llamado dirección nadie.,0
2025-06-02 00:56:44,101.44,Compras,Jóvenes francisco francia.,0
2025-05-27 00:34:02,56.0,Transporte,Nueva cuerpo sé.,0
2026-01-05 20:11:30,24.71,Otros,Madre frente pese acuerdo.,0
2025-05-25 04:50:20,584.55,Vivienda,Cine hijos jamás.,0
2025-11-23 20:26:50,16.13,Educación,Junto él será.,0
2026-01-26 21:07:04,81.98,Compras,En creo haber.,0
2025-12-08 07:49:48,163.13,Educación,Tiempos esas.,0
2025-11-26 04:36:22,102.89,Suscripciones,Horas dejó.,0
2025-10-12 06:32:37,137.53,Salud,Ciento problemas.,0
2025-12-02 05:28:56,215.28,Transporte,Cambios enfermedad pueblo socialista.,1
2026-02-02 05:55:51,91.09,Alimentación,Serán zonas película.,0
2025-06-14 15:44:46,24.41,Compras,Además la bajo esta.,0
2025-07-09 13:00:21,2.44,Compras,Metros sistema informe.,0
2026-01-06 08:23:39,75.87,Ocio,Nuestro vamos les luego.,0
2026-03-03 21:59:51,50.26,Compras,Ve carlos imagen.,0
2025-12-18 18:52:29,163.54,Salud,Cuerpo explicó efecto plazo visita.,0
2026-03-02 21:07:55,81.86,Otros,Producto dado escuela visita medidas.,0
2025-09-06 19:57:18,32.62,Alimentación,Muchos qué local mantener.,0
2025-11-14 12:43:38,804.92,Vivienda,Primera pacientes.,0
2025-10-07 14:24:11,50.81,Suscripciones,Viaje permite carlos llamado.,0
2025-12-29 01:31:14,118.76,Otros,Nacional principio siguientes izquierda.,0
2025-12-10 04:48:00,98.48,Ocio,Pesar sistema difícil suelo.,0
2025-08-17 01:54:40,58.86,Educación,Jorge visto.,0
2026-03-26 22:30:20,1037.24,Salud,Días mismo.,1
2025-08-27 07:31:42,85.35,Otros,Vivir imágenes fácil.,0
2025-09-18 22:52:39,12.07,Alimentación,Sabe había ley alguien septiembre.,0
2025-07-13 03:54:13,1154.15,Compras,Contenido fuerza.,1
2026-02-12 03:12:17,197.78,Suscripciones,Modo vivir jamás especialmente.,0
2026-01-31 17:44:06,20.88,Educación,Sé costa adelante.,0
2026-01-04 13:25:25,72.14,Salud,Luis señaló solamente.,0
2025-10-04 18:14:51,78.02,Suscripciones,Diferentes mirada esos me bien.,0
2025-10-10 14:06:36,100.76,Suscripciones,Aumento silencio importancia.,0
2025-12-09 11:21:22,129.32,Salud,Presente medios pueda.,0
2026-04-25 04:49:11,143.73,Compras,Final ésta podrá son.,0
2026-01-18 08:17:53,103.74,Ocio,Ocasiones tan.,0
2025-10-22 16:37:27,1057.94,Vivienda,Llama buena mayores martín.,0
2026-01-25 02:20:15,82.23,Compras,Nunca hecho entrada político.,0
2025-11-12 23:21:11,1077.56,Vivienda,Nivel hacerlo modelo autoridades total.,0
2025-10-29 02:21:11,1018.63,Vivienda,Sistemas nada entrada oposición.,0
2025-11-11 05:08:21,37.51,Transporte,Como natural.,0
2025-05-31 02:34:53,1485.98,Vivienda,Derecho entonces diversos.,0
2025-10-07 20:11:38,1845.33,Compras,Formación dólares términos juicio atención.,1
2025-11-18 23:00:06,678.15,Vivienda,Aire ningún cantidad.,0
2025-11-28 21:27:52,111.54,Suscripciones,Parecía flores manera.,0
2025-08-30 20:05:37,174.82,Suscripciones,Además entrar hijo contrario ello.,0
2025-10-16 22:00:56,173.84,Ocio,Últimos estados total bajo.,0
2026-05-01 16:47:16,53.89,Transporte,Precio niños llegado nacional fernando.,0
2025-11-06 04:00:57,164.47,Suscripciones,Ciudad empresas puesto estaba.,0
2026-01-17 08:51:05,108.76,Ocio,Dicho bien mundial.,0
2025-06-16 13:17:44,77.96,Suscripciones,Don ejército condiciones medidas.,0
2025-07-16 17:59:15,151.86,Salud,Campo sus acuerdo civil.,0
2025-06-02 01:00:47,111.99,Ocio,Pasado realizar.,0
2026-01-14 19:42:41,172.97,Educación,Oro militares eso octubre.,0
2025-11-27 23:49:56,802.57,Vivienda,Sin producción república características encuentran.,0
2026-01-31 20:55:04,610.57,Vivienda,Hemos pasa aquellas.,0
2026-01-26 17:39:03,93.2,Salud,Muchos grande.,0
2025-11-25 02:05:39,91.66,Educación,Club felipe.,0
2026-01-29 16:05:37,127.79,Salud,Alguna jefe sistemas otros.,0
2025-10-04 01:47:23,1253.11,Vivienda,Crisis razón dinero.,0
2025-08-05 00:31:21,29.84,Transporte,Pasado ministerio artículo siglo.,0
2026-04-07 12:21:24,6.62,Transporte,P hasta resultados cuarto.,0
2025-09-11 07:33:36,1377.86,Vivienda,Mesa va cada salud principal.,0
2025-08-06 22:38:20,147.56,Alimentación,Instituciones día cierta material.,0
2026-05-03 07:03:10,133.55,Salud,Destino idea ahora don.,0
2026-02-04 17:46:26,173.77,Educación,Práctica m cosa dicho.,0
2026-05-09 04:28:29,860.51,Vivienda,Viene tenemos.,0
2025-06-30 07:40:15,40.81,Transporte,Contenido madrid había.,0
2026-04-24 07:39:27,879.02,Vivienda,Mayoría comunicación había.,0
2026-05-07 06:29:30,9.88,Transporte,Sean ministro.,0
2026-03-29 04:14:09,5.69,Educación,Abril pregunta cara.,0
2025-09-07 19:17:52,169.54,Educación,Señaló ver ciudad.,0
2026-01-12 20:52:42,1466.44,Vivienda,Gracias d.,0
2025-06-06 20:53:50,82.32,Alimentación,Instituciones papel viejo.,0
2025-05-29 09:54:04,23.82,Suscripciones,Señor única aparece.,0
2026-03-02 11:50:30,875.15,Vivienda,Ha gobierno teoría.,0
2025-10-19 05:02:06,147.3,Alimentación,Sino española cual pueden habrá.,0
2025-09-27 18:48:04,42.71,Transporte,Permite centros.,0
2026-02-24 06:09:33,84.38,Suscripciones,Misma problemas primeros.,0
2025-07-20 11:01:39,47.95,Transporte,Sociales después bien dar.,0
2026-03-29 04:57:03,1087.17,Vivienda,Mejores actual mucha.,0
2025-07-31 01:40:05,189.29,Compras,Gracias uso educación horas necesario.,0
2026-02-08 14:46:14,175.41,Compras,Datos características cuadro.,0
2026-01-09 18:50:28,164.69,Compras,Una otro.,0
2026-02-04 19:15:50,57.74,Otros,Quedó pocos.,0
2025-10-05 23:20:05,43.9,Compras,Etapa tratamiento piel.,0
2025-09-22 19:25:15,85.69,Otros,París militares pueblo acciones ministro.,0
2025-12-27 03:43:00,119.37,Suscripciones,Agua cambios cuadro padre falta.,0
2025-10-10 14:45:00,116.5,Ocio,Problema dar.,0
2025-08-22 14:24:13,44.28,Transporte,Libros arte hijos contra pesetas.,0
2026-03-22 06:31:29,48.91,Transporte,Situación economía mundial armas crisis.,0
2026-04-05 10:52:33,1.31,Educación,Conocimiento todavía control.,0
2025-12-21 16:57:25,67.41,Ocio,Cuestión también voz m.,0
2025-08-15 21:30:52,117.83,Alimentación,Puesto teoría caso acción humanos.,0
2026-05-11 10:44:23,111.83,Compras,Capaz noviembre.,0
2026-02-22 12:14:36,98.37,Educación,Cara posibilidad trabajar habría.,0
2025-09-01 11:59:42,8.39,Educación,Esfuerzo carlos.,0
2026-01-27 05:10:51,50.26,Transporte,Estudio sino pesetas quienes tierra.,0
2026-01-07 16:53:26,53.06,Suscripciones,Acto les allá llega ahí.,0
2026-03-28 23:07:30,11067.24,Vivienda,Psoe relaciones.,1
2025-12-10 06:42:47,1341.85,Vivienda,Demasiado peso países propia.,0
2026-05-11 11:50:43,1407.39,Vivienda,Voy cerca medio.,0
2025-11-22 14:39:47,1454.36,Vivienda,Militares iglesia tienen nuestra.,0
2026-04-25 16:42:03,34.35,Suscripciones,Voz hacerlo hora.,0
2025-09-11 17:37:36,102.09,Salud,Hubo pasó quería.,0
2025-05-19 04:56:37,129.68,Educación,Razones voy don.,0
2025-09-11 13:02:20,692.41,Vivienda,Violencia tipo hacerlo cosa.,0
2025-12-23 16:03:39,20.7,Otros,Estaban tratamiento aspectos maría.,0
2026-02-15 12:26:54,34.05,Suscripciones,Grado felipe puede dio.,0
2025-09-14 20:02:51,29.59,Compras,Cama cultural aparece psoe.,0
2025-10-19 23:05:19,22.81,Transporte,Flores presencia única serán.,0
2026-02-15 05:44:04,22.69,Educación,Problema orden.,0
2026-04-26 12:19:22,157.45,Compras,Líder o materia través puesto.,0
2025-05-31 22:14:13,90.71,Alimentación,Crecimiento corte.,0
2025-06-28 11:47:42,36.26,Transporte,Grupo pueden contenido haya sector.,0
2025-07-19 18:35:18,12.33,Ocio,Señora momentos popular.,0
2025-11-08 22:57:49,162.25,Salud,Pacientes través cabeza méxico.,0
2026-03-15 15:26:59,124.06,Ocio,Marcha el méxico pueblo.,0
2025-05-27 04:09:27,12.05,Ocio,Electoral hasta victoria.,0
2025-11-09 00:06:13,173.24,Ocio,Decisión madrid líder civil van.,0
2025-06-15 08:23:24,193.63,Educación,G pasa primera propia forma.,0
2026-01-09 08:04:58,65.99,Ocio,Me miedo día clase es.,0
2025-11-11 07:49:38,102.35,Alimentación,Tiempos apenas.,0
2026-01-14 13:43:43,56.39,Transporte,Varios música miedo tan al.,0
2026-02-14 05:55:11,52.31,Transporte,Empresas ahora.,0
2026-03-06 06:34:34,102.78,Compras,Siete estas éxito principales.,0
2025-09-28 15:49:40,93.7,Suscripciones,Título yo elecciones.,0
2026-04-23 08:49:49,75.12,Suscripciones,Mirada ante mismos necesidad pudo.,0
2025-07-07 09:50:15,132.97,Suscripciones,Última da pp.,0
2026-03-09 09:51:44,124.97,Otros,Frente elecciones septiembre espacio.,0
2026-03-03 03:30:53,59.57,Compras,Nivel parecía.,0
2026-03-12 15:16:04,57.45,Suscripciones,Tendrá verdad posible.,0
2026-02-23 11:52:11,136.42,Otros,Resto decía suerte.,0
2026-02-28 02:59:16,104.4,Alimentación,Música unidad pablo.,0
2026-03-24 23:02:11,79.77,Compras,Valores difícil hospital.,0
2025-10-21 20:58:07,35.94,Transporte,Mismos dan atención.,0
2025-12-21 09:31:03,1019.9,Vivienda,Economía también nada.,0
2025-05-19 03:45:21,47.82,Compras,Congreso cultura bastante otras menos.,0
2026-01-03 17:36:55,141.99,Alimentación,Manos tuvo padre.,0
2026-03-11 08:12:08,79.18,Ocio,Joven conjunto haciendo.,0
2026-01-30 09:50:14,191.83,Suscripciones,Demás superior diferencia blanca.,0
2025-12-29 21:44:39,36.52,Salud,B afirmó cuba.,0
2025-11-18 00:30:09,32.35,Transporte,Unidad entre popular soy.,0
2025-09-26 14:32:21,119.96,Ocio,Técnica amigos prueba.,0
